X1,Y1,X2,Y2,X3,Y3,X4,Y4,X5,Y5,X6,Y6,X7,Y7,X8,Y8,X9,Y9,X10,Y10,X11,Y11,X12,Y12,X13,Y13,X14,Y14,X15,Y15,X16,Y16,X17,Y17,X18,Y18,X19,Y19,X20,Y20,X21,Y21,X22,Y22,X23,Y23,X24,Y24,X25,Y25,X26,Y26,X27,Y27,X28,Y28,X29,Y29,X30,Y30,X31,Y31,X32,Y32,X33,Y33,X34,Y34,X35,Y35,X36,Y36,X37,Y37,X38,Y38,X39,Y39,X40,Y40,X41,Y41,X42,Y42,X43,Y43,X44,Y44,X45,Y45,X46,Y46,X47,Y47,X48,Y48,X49,Y49,X50,Y50,X51,Y51,X52,Y52,X53,Y53,X54,Y54,X55,Y55,X56,Y56,X57,Y57,X58,Y58,X59,Y59,X60,Y60,X61,Y61,X62,Y62,X63,Y63,X64,Y64,X65,Y65,X66,Y66,X67,Y67,X68,Y68,X69,Y69,X70,Y70,X71,Y71,X72,Y72,X73,Y73,X74,Y74,X75,Y75,X76,Y76,X77,Y77,X78,Y78,X79,Y79,X80,Y80,X81,Y81,X82,Y82,X83,Y83,X84,Y84,X85,Y85,X86,Y86,X87,Y87,X88,Y88,X89,Y89,X90,Y90,X91,Y91,X92,Y92,X93,Y93,X94,Y94,X95,Y95,X96,Y96,X97,Y97,X98,Y98,X99,Y99,X100,Y100,Power1,Power2,Power3,Power4,Power5,Power6,Power7,Power8,Power9,Power10,Power11,Power12,Power13,Power14,Power15,Power16,Power17,Power18,Power19,Power20,Power21,Power22,Power23,Power24,Power25,Power26,Power27,Power28,Power29,Power30,Power31,Power32,Power33,Power34,Power35,Power36,Power37,Power38,Power39,Power40,Power41,Power42,Power43,Power44,Power45,Power46,Power47,Power48,Power49,Power50,Power51,Power52,Power53,Power54,Power55,Power56,Power57,Power58,Power59,Power60,Power61,Power62,Power63,Power64,Power65,Power66,Power67,Power68,Power69,Power70,Power71,Power72,Power73,Power74,Power75,Power76,Power77,Power78,Power79,Power80,Power81,Power82,Power83,Power84,Power85,Power86,Power87,Power88,Power89,Power90,Power91,Power92,Power93,Power94,Power95,Power96,Power97,Power98,Power99,Power100,qW,Total_Power
1,1,1,51,1,101,1,151,398,0,397.46,75.07,297.18,249.14,349,198,598,0,597.46,75.07,497.18,149.14,549,198,1198,0,1197.46,75.07,1197.18,149.14,1149,198,1398,0,1397.46,75.07,1397.18,149.14,1349,198,1,201,1,270,1,340,50,398,598,200,597.46,275.07,597.18,349.14,549,398,798,200,797.46,275.07,697.18,449.14,749,398,1198,200,1197.46,275.07,1197.18,349.14,1149,398,1398,400,1397.46,475.07,1397.18,549.14,1349,598,401,601,401,670,401,740,450,798,798,600,797.46,675.07,797.18,749.14,749,798,1198,600,1197.46,675.07,1197.18,749.14,1149,798,198,800,197.46,875.07,197.18,949.14,149,998,598,800,597.46,875.07,597.18,949.14,549,998,1198,800,1197.46,875.07,1197.18,949.14,1149,998,198,1000,197.46,1075.07,197.18,1149.14,149,1198,598,1000,597.46,1075.07,597.18,1249.14,549,1198,1048,1001,1098,1050,1148,1100,1198,1150,1,1400,50,1398,100,1400,150,1398,201,1201,201,1251,201,1301,201,1351,401,1398,450,1398,500,1398,600,1398,998,1200,997.46,1275.07,997.18,1349.14,949,1398,1198,1200,1197.46,1275.07,1197.18,1349.14,1149,1398,1398,1200,1397.46,1275.07,1397.18,1349.14,1349,1400,90931.75,80116.39,74237.9,71358.91,93795.13,83051.33,66977.71,72034.07,98128.67,88037.85,77405.78,69019.13,100187.73,91465.16,88267.87,77464.95,107707.53,103013.62,98818.32,89519.38,68998.73,70490.88,68464.51,67253.88,76639.01,67646.8,67118.23,62290.14,83514.4,75076.69,66784.89,71682.25,81608.42,85946.01,88957.86,80175.06,94640.35,91166.26,89573.89,81847.97,68268.96,66568.37,64242.22,60029.05,72331.88,72103.39,70147.99,65324.1,80244.86,82132.61,86139.33,69727.52,65809.93,63843.52,63293.54,58659.16,63728.68,62438.46,64642.08,56293,82672.34,84592.21,85017.02,78322.05,56413.71,57718.2,61986.51,57835.08,59958.67,60110.44,59060.45,61151.22,68979.34,71581.91,77324.91,79665.1,58469.38,56240.66,56598.49,61329.13,56209.12,53896.84,56019.19,59899.53,52220.27,55148.48,58053.6,62294.04,65379.32,62862.91,61183.1,60643.73,73785.61,71693.73,68029.15,63361.9,89089.13,86681.95,83937.86,74288.63,0.69,7267081.51
1,1,1,51,1,101,1,151,398,0,397.46,75.07,297.18,249.14,349,198,598,0,597.46,75.07,497.18,149.14,549,198,1198,0,1197.46,75.07,1197.18,149.14,1149,198,1398,0,1397.46,75.07,1397.18,149.14,1349,198,1,201,1,270,1,340,50,398,598,200,597.46,275.07,597.18,349.14,499,398,798,200,797.46,275.07,697.18,449.14,749,498,1198,200,1197.46,275.07,1197.18,349.14,1149,398,1398,400,1397.46,475.07,1397.18,549.14,1349,598,401,601,401,670,401,740,450,798,798,600,797.46,675.07,797.18,749.14,749,798,1198,600,1197.46,675.07,1197.18,749.14,1149,798,148,800,197.46,875.07,0,949.14,149,998,598,800,597.46,875.07,597.18,949.14,549,998,1198,800,1197.46,875.07,1197.18,949.14,1149,998,198,1000,197.46,1075.07,197.18,1149.14,149,1198,598,1000,597.46,1075.07,597.18,1249.14,549,1198,1048,1101,1098,1050,1148,1100,1198,1150,1,1400,50,1398,100,1400,150,1398,201,1201,201,1251,201,1301,201,1351,401,1398,450,1398,500,1398,600,1398,998,1200,997.46,1275.07,997.18,1349.14,949,1398,1198,1200,1197.46,1275.07,1197.18,1349.14,1149,1398,1398,1200,1397.46,1275.07,1397.18,1349.14,1349,1400,90906.5,79902.52,74487.92,71447.47,93603.01,82827.28,67765.54,72356.53,98163.69,87766.24,77603.37,69011.43,100214.39,91395.82,88208,77617.44,107730.1,102923.45,98662.85,89547.56,69217.16,70506.97,68479.37,67562.5,76534.28,67990.3,69453.89,64716.12,83589.24,75291.17,70640.84,72019.38,81649.75,85942.24,88892.1,79900.14,94737.16,91357.53,89447.47,81776.9,67101.57,65966.16,63690.98,60020.84,71645.21,72314.39,70469.87,65742.21,80509.01,82473.33,86080.01,70055.79,65105.2,62974.29,64264.79,59858.54,63731.67,62472.32,66090.43,56830.49,82778.81,84906.89,85068.95,78685.22,60930.71,57133.43,60319.46,56051.37,60535.25,60729.2,58353.77,61942.77,65577.22,74191.14,78546.44,80042.97,57767.01,55569.42,56254.55,60359.89,55180.5,53688.06,55403.03,59567.67,51821.74,54744.9,57735.36,62703.27,64877.85,63013.05,61682.25,61093.95,73816.42,71153.2,67804,63273.29,89283.44,86573.24,83992.62,74187.34,0.69,7276571.95
338.49,114.29,143.84,547.86,25.09,144.81,274.31,340.12,992.56,0,1011.16,757.46,138.37,727.39,353.3,0,1412.42,67.04,1077.02,730.01,300.64,956.16,644.2,555,938.07,535.47,4.08,57.2,0.13,193.37,1176.86,968.1,1414,192.35,1043.58,1075.07,1043.9,0.79,720.59,0,367.18,944.48,380.47,795.81,735.44,459.33,1389.91,714.08,572.03,45.56,381.03,672.6,835.33,303.79,1350.07,0,893.02,227.63,625.55,0,378,1369.17,580.22,243.13,46.01,418.99,13.7,1082.67,712.31,730.3,0.06,507.81,0.03,965.58,1226.97,236.8,1413.98,304.36,1377.15,103.1,32.05,1148.71,192.29,387.65,75.87,242.08,1214.28,47.27,313.73,775.69,180.66,1063.87,312.36,169.89,9.58,276.89,539.29,384.71,1173.08,1254.99,0,828.39,0,457.25,0,344.16,633.58,1125.61,1104.46,413.92,577.4,310.42,304.05,669.21,1404.07,1071.69,444.26,1413.97,459.58,449.96,455.46,17.56,1023.39,937.96,36.25,0,0,570.3,550.09,927.39,516,199.64,359.98,1070.99,921.64,794.43,1414,244.47,896.23,1147.53,1031.56,651.98,108.01,486.15,877.41,648.46,1301.64,1301.33,425.07,1137.08,1236.67,0,1087.72,1358.24,628.65,604.81,1414,1215.65,879.6,918.01,26.87,1414,0,1310.43,548.57,1338.35,1366.64,1414,526.22,1404.15,652.63,1273.05,1153.1,1413.97,1142.63,377.79,985.35,1414,1414,876.13,0,1189.77,987.78,1266.16,0,737.77,0,1239.77,831.96,1391.86,304.49,482.29,380.12,1006.15,1230.19,1044.59,1296.16,662.43,1214.21,1414,81479.69,57392.4,79773.4,69671.09,87179.98,69974.13,59075.53,87870.14,101307.76,78151.57,56555.27,71292.27,85944.72,80403.02,72426.87,80997.51,95274.5,71322.01,91964.5,92966.52,61788.53,60830.59,75740.95,92450.13,81923.05,63243.05,79645,106474.97,83795.01,91840.39,56980.28,76864.79,62923.77,59417.27,66426.29,58578.39,62468.17,83889.42,91538.12,87749.79,59210.58,64579.05,69185.42,84200.13,57583.82,57723.89,75516.43,66153.18,71999.16,73192.38,62576.17,61736.92,65683.34,63159.93,79049.03,71404.39,57819.22,87446.54,57491.17,67960.84,86058.93,74541.17,88880.47,59333.72,64370.09,77556.98,61074.4,68184.36,92682.6,68727.41,82285.8,61060.37,74326.56,81509.21,59729.39,97992.01,66207.61,65515.49,86045.98,68427.91,63872.43,63543.7,61379.71,83862.04,62648.85,62076.39,64597.79,89117.71,61941.26,92270.87,61487.51,67810.9,62271.91,62423.67,61126.83,63114.67,58549.26,78952.42,88726.52,73732.8,0.69,7297280.11
100,0,250,0,350,0,500,0,700,50,750,0,950,0,1100,50,1300,100,1450,0,0,250,200,150,300,250,500,200,700,200,750,250,1000,200,1050,150,1200,150,1400,200,0,400,250,350,300,300,550,300,600,400,850,400,1000,300,1100,300,1400,350,1450,350,50,450,0,500,400,450,550,500,650,500,850,450,1000,700,1050,500,1250,550,1450,500,0,650,200,600,350,600,500,700,600,650,750,600,1000,600,1100,650,1250,650,1400,550,0,750,150,800,300,850,550,750,650,800,850,750,1000,850,1050,800,1200,850,1400,850,100,950,250,900,350,950,500,950,600,950,850,950,950,900,1350,1200,1250,850,1400,800,0,1050,200,1150,300,1150,550,1150,650,1100,800,1150,1000,1150,1150,1050,1200,1250,1450,1000,50,1250,150,1250,350,1250,450,1350,600,1300,700,1300,900,1200,1050,1200,1300,1300,1350,1250,100,1450,150,1450,250,1350,450,1400,600,1400,800,1450,1000,1400,1300,1400,1250,1450,1450,1450,88249.35,87611.87,89457.66,93200.11,85359.78,97114.56,100454.31,98374.68,103493.32,107301.07,76274,78474.52,73870.7,78084.4,81264.77,76864.11,81643.11,87293.74,90560.95,100117.52,70040.2,65850.86,67013.41,72276.94,70643.95,78279.81,78839.01,85957.92,84660.47,96379.91,65067.72,63620.96,65090.5,64121.09,67682.52,72085.08,70520.01,79668.45,81904.06,94009.67,66021.63,62617.99,62740.05,59539.95,65238.96,67256.31,72176.81,75458.3,85297.84,85556.33,63088.15,60756.03,61034.05,57857.87,60963.35,64640.16,64392.89,71307.83,67782.62,85083.13,60678.4,56137.25,55798.79,60806.88,63460.48,65086.44,63184.96,86323.06,74305.38,90941.75,64963.17,57852.93,61140.7,58808.89,62963.71,60236.17,70041.24,77001.01,69279.05,87680.74,58906.95,57386.27,57698.84,55584.23,57871.4,60647.09,58564.93,67969.93,74671.95,80950.57,62488.19,64042.43,55027.75,56342.22,60886.35,63456.22,66975.31,78414.48,69277.01,85014.71,0.69,7266455.15
398,0,397.07,77.61,397.18,150,349,197.99,598,0,597.07,77.61,597.18,150,549,197.99,798,0,797.07,77.61,797.18,150,749,197.99,1198,0,1197.07,77.61,1197.18,150,1149,197.99,1398,0,1397.07,77.61,1397.18,150,1349,197.99,198,200,197.07,277.61,197.18,350,149,397.99,398,200,397.07,277.61,397.18,350,349,397.99,998,200,997.07,277.61,997.18,350,949,397.99,398,400,397.07,477.61,397.18,550,349,597.99,598,400,597.07,477.61,597.18,550,549,597.99,1398,400,1397.07,477.61,1397.18,550,1349,597.99,398,600,397.07,677.61,397.18,750,349,797.99,798,600,797.07,677.61,797.18,750,749,797.99,1198,600,1197.07,677.61,1197.18,750,1149,797.99,198,800,197.07,877.61,197.18,950,149,997.99,998,800,997.07,877.61,997.18,950,949,997.99,1198,800,1197.07,877.61,1197.18,950,1149,997.99,198,1000,197.07,1077.61,197.18,1150,149,1197.99,398,1000,397.07,1077.61,397.18,1150,349,1197.99,1198,1000,1197.07,1077.61,1197.18,1150,1149,1197.99,1398,1000,1397.07,1077.61,1397.18,1150,1349,1197.99,198,1200,197.07,1277.61,197.18,1350,149,1397.99,798,1200,797.07,1277.61,797.18,1350,749,1397.99,998,1200,997.07,1277.61,997.18,1350,949,1397.99,1198,1200,1197.07,1277.61,1197.18,1350,1149,1397.99,90339.29,79705.95,74252.42,67026.38,93136.88,80474.89,73601.87,67946.01,97867.22,87509.4,80286.01,72315.91,100511.28,92007.39,87556.14,83293.71,107571.78,103083.02,99281.54,89650.68,73653.3,67762.19,64331.38,63175.74,64424.63,65789.11,67329.19,57849.05,81811.35,80162.69,80502.4,74447.5,60025.26,59118.19,59794.84,54693.61,72158.28,69188.17,65914.67,58593.26,96133.46,92896.02,90174,82593.98,54782.1,57537.36,62213.92,61806.32,74410.36,69455.03,64854.93,56835.32,79065.91,81774.91,85718.69,67338.41,63455.04,63007.69,63393.23,57897.67,66832.81,63431.72,60368.31,55716.1,82699.54,82136.07,78695.1,58492.17,56271.97,56152.28,57782.54,56464.62,62367.33,58181.67,55634.1,52697.55,72417.81,69196.93,68311.6,55818.82,88776.4,86083.01,83692.17,73377.12,52048.87,57545.33,64031.53,68219.35,58421.12,56055.34,56011.38,55277.53,60023.37,60902.98,60806.78,58243.81,66236.58,73220.01,78375.47,69694.85,0.67,7090199.04
201,1,201,51,201,101,201,151,601,1,601,70,601,140,650,198,998,0,995.9,77.36,991.78,150,893.83,198,1398,0,1395.9,77.36,1391.78,150,1293.83,198,398,200,395.9,277.36,391.78,350,293.83,398,598,200,595.9,277.36,591.78,350,493.83,398,998,200,995.9,277.36,991.78,350,893.83,398,1198,200,1195.9,277.36,1191.78,350,1093.83,398,398,400,395.9,477.36,391.78,550,293.83,598,1198,400,1195.9,477.36,1191.78,550,1093.83,598,1398,400,1395.9,477.36,1391.78,550,1293.83,598,198,600,195.9,677.36,191.78,750,93.83,798,598,600,595.9,677.36,591.78,750,493.83,798,798,600,795.9,677.36,791.78,750,693.83,798,1198,600,1195.9,677.36,1191.78,750,1093.83,798,798,800,795.9,877.36,791.78,950,693.83,998,198,1000,195.9,1077.36,191.78,1150,93.83,1198,598,1000,595.9,1077.36,591.78,1150,493.83,1198,1001,1001,1001,1051,1001,1101,1001,1151,1398,1000,1395.9,1077.36,1391.78,1150,1293.83,1198,198,1200,195.9,1277.36,191.78,1350,93.83,1398,398,1200,395.9,1277.36,391.78,1350,293.83,1398,998,1200,995.9,1277.36,991.78,1350,893.83,1398,1198,1200,1195.9,1277.36,1191.78,1350,1093.83,1398,1398,1200,1395.9,1277.36,1391.78,1350,1293.83,1398,93190.85,81641.8,75719.63,70955.19,97352.16,87018.28,80057.44,73289.75,101043.84,94548.52,88323.54,77039.08,107616.37,104353.33,101418.06,93782.98,71102.77,64085.57,62552.14,63347.52,68205.73,65963.12,64739.27,61196.67,80058.06,75929.49,69512.23,65216.54,89197.12,87991.32,87062.76,69079.18,58126.11,61806.88,63100.84,62638.21,79141.7,75361.17,71338.85,64235.06,94829.1,90359.04,87243.24,77279.08,63285.74,62562.23,62416.61,64247.11,63585.95,61694.46,58852.51,57222.09,68340.39,66238.53,66390.86,60227.06,69448.79,77456.74,82712.73,74165.08,65325.8,69368.63,67191.11,61019.91,64407.19,62218.62,59563.19,59239.21,58805.24,59036.84,61348.01,57689.96,78136.06,72694.53,69070.32,64920.42,88811.87,87921.82,85951.43,67012.5,55036.12,56139.24,58669.01,64810.18,56145.55,58481.01,60169.8,58531.61,60773.69,60065.31,57848.48,58120.32,65496.17,64276.04,63956.81,61539.31,82978.3,82908.07,80810.29,69707.54,0.68,7153092.01
1,1,1,70,1,140,50,198,398,0,397.07,78.19,393,150,277.32,198,798,0,797.07,78.19,793,150,677.32,198,998,0,997.07,78.19,993,150,877.32,198,1398,0,1397.07,78.19,1393,150,1277.32,198,1,398,50,398,100,398,150,398,398,200,397.07,278.19,393,350,277.32,398,798,200,797.07,278.19,793,350,677.32,398,1198,100,1197.07,278.19,1193,350,977.32,398,598,400,597.07,478.19,593,550,477.32,598,1198,400,1297.07,478.19,1193,550,1077.32,598,1,601,1,670,1,740,50,798,798,600,797.07,678.19,793,750,727.32,898,998,600,997.07,678.19,993,750,877.32,798,201,801,201,870,201,940,250,998,1048,801,1098,850,1148,900,1198,950,1,1001,1,1051,1,1101,1,1151,998,1000,997.07,1078.19,993,1150,877.32,1198,1198,1000,1197.07,1078.19,1193,1150,1077.32,1198,40,1360,80,1320,120,1280,160,1240,398,1200,397.07,1278.19,393,1350,277.32,1398,598,1200,597.07,1278.19,593,1350,477.32,1398,798,1200,797.07,1278.19,843,1350,677.32,1398,1248,1200,1197.07,1278.19,1193,1350,1077.32,1398,1398,1200,1397.07,1278.19,1400,1350,1277.32,1398,91440.35,82176.46,75707.47,70916.22,93700.38,83856.75,78185.12,72182.57,94982.39,85605.41,78586.77,73865.15,100947.03,91953.62,84809.24,76838.33,107500.88,104427.1,100336.92,89825.54,64335.49,61507.17,61855.45,63632.4,71543.52,68804.18,65618.8,65474.26,71935.91,74206.36,72399.12,70245.23,93809.7,90544.51,91723.44,75468.26,66821.79,66995.42,66481.55,62270.3,85934.77,90593.4,85127.74,80093.33,68440.65,66556,64887.87,59734.99,69748.35,67828.54,61920.69,66134.59,74297.05,81052.06,80944.22,64552.31,65788.55,60657.37,60479.02,61374.2,79349.52,81615.55,82375.78,86703.24,64330.86,61006.05,60723.95,59433.54,69587.75,68998.31,64654.3,59255.41,83306.61,84677.79,77492.7,63276.74,60058.78,57484.04,54192.7,55393.52,59739.08,57000.69,54221.94,55355.07,59510.91,55925.43,54882.9,55198.15,57820.39,57986.28,60870.69,57953.31,79871.97,70218.7,66887.08,62403.23,87946.49,86500.74,84038.9,73623.16,0.69,7251418.04
198,0,195.67,78.29,193.7,150,78.6,48,598,0,495.67,0,593.7,150,478.6,198,998,0,995.67,78.29,993.7,150,878.6,198,1198,0,1195.67,78.29,1193.7,150,1128.6,248,1398,0,1395.67,78.29,1393.7,150,1278.6,198,1,201,1,270,1,340,50,398,398,200,395.67,278.29,393.7,350,278.6,398,598,200,595.67,278.29,593.7,350,478.6,498,598,400,595.67,478.29,593.7,550,478.6,598,1198,400,1195.67,478.29,1193.7,550,1078.6,598,48,601,98,650,148,700,148,750,398,600,395.67,678.29,393.7,750,278.6,798,601,601,601,670,601,740,700,698,998,600,995.67,678.29,993.7,750,878.6,898,1398,600,1395.67,678.29,1393.7,750,1278.6,798,601,801,601,851,601,901,601,951,998,800,995.67,878.29,993.7,950,878.6,1098,1398,800,1395.67,878.29,1393.7,950,1278.6,998,798,1000,795.67,1078.29,793.7,1150,678.6,1198,1,1201,1,1270,1,1340,50,1398,201,1398,250,1398,300,1398,350,1398,401,1398,450,1398,500,1398,550,1398,798,1200,695.67,1278.29,793.7,1350,678.6,1400,998,1200,995.67,1278.29,993.7,1350,878.6,1398,1198,1200,1195.67,1278.29,1193.7,1350,1078.6,1398,92162.69,81728.46,74530.38,82082.91,93946.72,91238.99,84939.59,76017.59,95599.82,86588.61,80521.86,80912.36,101276.65,91642.32,83893.22,85116.98,107311.99,102580.62,97221.28,86560.37,75381.53,70637.79,68123.69,63521.76,72756.21,67480.89,65851.25,65907.72,77486.01,75780.55,74700.23,62766.96,70755.33,70339.04,67990.81,58227.86,92691.78,92449.06,88228.34,76418.41,65236.91,58339.88,55406.92,51673.8,57131.69,56932.44,54749.01,53243.69,64167.55,59748.29,58427.92,63704.96,71612.3,71655.25,71111.62,61304.39,94489.22,91424.26,89429.19,72441.03,58200.91,56408.7,56164.81,55437.96,67568.03,68259.98,68160.66,71409.4,85712.56,85911.5,84076.04,74922.65,65848.98,62455.44,63279.15,60025.92,67228.27,64673.18,59438.64,56386.08,53401.63,52063.73,53495.3,55081.34,56855.77,57394.31,58220.39,61347.16,64037.87,61059.55,61349.51,67018.72,72069.7,69017.13,65458.85,63814.54,83021.83,82669.05,81736.54,71474.02,0.68,7177688.67
198,0,197.18,80.53,193.59,150,77.58,298,398,0,397.18,80.53,393.59,150,277.58,198,798,0,797.18,80.53,793.59,150,677.58,198,998,0,997.18,80.53,993.59,150,877.58,198,1198,0,1197.18,80.53,1193.59,150,1077.58,198,1398,0,1397.18,80.53,1393.59,150,1277.58,198,201,201,201,270,201,340,250,398,598,200,697.18,280.53,593.59,350,477.58,398,598,400,597.18,480.53,593.59,550,477.58,598,998,400,997.18,480.53,993.59,550,777.58,598,1398,400,1400,480.53,1393.59,550,1277.58,598,198,600,97.18,580.53,193.59,750,77.58,798,598,600,597.18,680.53,593.59,750,477.58,798,998,600,997.18,680.53,993.59,750,877.58,798,198,800,197.18,880.53,193.59,950,0,898,1398,800,1400,880.53,1393.59,950,1277.58,998,201,1001,201,1051,201,1101,201,1151,401,1001,401,1070,401,1140,450,1198,748,1000,797.18,1080.53,793.59,1150,677.58,1198,948,950,997.18,1080.53,993.59,1150,877.58,1198,1398,1000,1397.18,1080.53,1393.59,1150,1277.58,1198,1,1201,51,1320,1,1340,50,1398,398,1200,397.18,1280.53,393.59,1350,277.58,1398,798,1200,797.18,1280.53,893.59,1350,677.58,1398,1398,1200,1397.18,1280.53,1393.59,1400,1277.58,1398,89544.43,78093.58,71370.13,68195.86,94226.08,82251.64,75356.75,68461.53,92725.82,82087.22,75883.83,76646.05,95778.17,85420.62,76814.31,74689.84,101167.93,92362.08,82416.37,77910.2,107244.6,102994.06,97671.16,86986.93,65351.57,66903.19,63927.77,62908.02,72577.06,71845.44,71196.56,64229.28,70396.39,66231.86,63934.46,60700.57,81867.75,80997.58,77478.94,65329.36,94608.67,93129.27,90989.64,82069.86,65921.16,66759.97,65728.4,63142.81,61101.7,62851.09,64500.34,64434.08,75024.54,77942.98,75692.61,66800.03,60881.06,62439.67,60667.29,64114.95,91421.58,87842.34,86220,70760.02,57449.38,55079.66,53715.55,52273.23,62723.02,56774.37,53851.49,52113.43,67807.52,63458.31,60233.92,53557.67,71578.9,68940.35,66995.35,61027.22,84112.03,85208.48,84441.44,68360.05,62564.08,63157.11,60466.74,60565.53,49722.43,55354.05,61381.08,64759.12,57778.32,60325.04,65387.82,63582.26,82522.99,81454.38,83639.23,73144.89,0.68,7222707.41
0,0,250,0,250,50,550,0,650,50,800,0,850,0,1400,0,1300,100,1450,100,0,150,150,150,350,100,450,200,600,150,800,150,900,150,1150,250,1250,200,1450,150,50,400,250,350,400,300,450,350,650,300,750,300,900,300,1100,300,1200,300,1450,350,100,450,150,500,350,450,500,550,650,450,750,550,1000,500,1100,550,1250,450,1450,550,0,600,250,700,300,600,550,650,600,650,800,600,1000,600,1050,600,1300,600,1450,600,50,750,250,850,350,600,550,800,800,750,850,850,950,900,1100,850,1300,800,1450,800,50,950,200,950,400,950,500,1000,600,900,750,1000,1150,950,1150,1000,1300,950,1350,900,0,1150,200,1050,400,1050,450,1050,700,1050,800,1050,1000,1100,1200,1100,1300,1050,1450,1300,100,1250,150,1200,400,1300,550,1200,700,1250,800,1200,900,1250,1100,1400,1250,1200,1350,1250,100,1450,150,1400,300,1400,500,1400,650,1350,750,1400,900,1450,1100,1350,1250,1400,1450,1450,89487.5,92963.94,78554.11,92935.88,86181.26,91949.29,99040.92,107870.43,95438.94,103874.42,76664.65,75965.75,80519.14,74015.85,80507.47,83224.05,86747.65,84800.34,93635.68,96562.38,70931.72,68145.33,70251.49,67048.21,71268.66,74775.64,78120.76,78639.41,88230.73,98954.12,63892.8,59876.6,69196.65,65282.94,71869.65,66778.41,76886.85,78477.43,86851.11,95485.04,65763.13,61879.21,58026.26,58353.7,63831.13,67964.42,65806.72,69577.32,80346.02,88025.94,63903.47,61868.22,59512.14,64757.2,73055.86,66065.98,65171.05,72666.97,83173.7,90572.11,60360.42,59095.37,58248.65,57842.56,61017.17,62171.75,71282.05,67665.25,78240.83,84419.55,62695.01,55868.34,51530.19,52526.23,56046.62,60840.98,65353.4,76171.03,83541.96,86007.7,58645.37,60927.07,57685.34,57209.14,56727.83,60500.28,63482.38,66231.4,76810.94,80124.78,65044.18,62029.11,60103.85,58185.08,57420.3,61420.75,63893.36,69132.89,74836.84,85206.53,0.69,7258766.2
998,0,996.13,73.96,993.7,150,886.12,198,1198,0,1196.13,73.96,1193.7,150,1086.12,198,1398,0,1396.13,73.96,1393.7,150,1286.12,198,398,200,396.13,273.96,393.7,350,286.12,398,598,200,596.13,273.96,593.7,350,486.12,398,998,200,996.13,273.96,993.7,350,886.12,398,1198,200,1196.13,273.96,1193.7,350,1086.12,398,1398,200,1396.13,273.96,1393.7,350,1286.12,398,398,400,396.13,473.96,393.7,550,286.12,598,598,400,596.13,473.96,593.7,550,486.12,598,998,400,996.13,473.96,993.7,550,886.12,598,1398,400,1396.13,473.96,1393.7,550,1286.12,598,198,600,196.13,673.96,193.7,750,86.12,798,798,600,796.13,673.96,793.7,750,686.12,798,998,600,996.13,673.96,993.7,750,886.12,798,1198,600,1196.13,673.96,1193.7,750,1086.12,798,598,800,596.13,873.96,593.7,950,486.12,998,798,800,796.13,873.96,793.7,950,686.12,998,998,800,996.13,873.96,993.7,950,886.12,998,1398,800,1396.13,873.96,1393.7,950,1286.12,998,198,1000,196.13,1073.96,193.7,1150,86.12,1198,798,1000,796.13,1073.96,793.7,1150,686.12,1198,1198,1000,1196.13,1073.96,1193.7,1150,1086.12,1198,598,1200,596.13,1273.96,593.7,1350,486.12,1398,798,1200,796.13,1273.96,793.7,1350,686.12,1398,95692.38,84252.58,77030.42,72114.49,100627.52,90638.56,82061.16,70001.75,107450.12,101734.61,98985.88,79236.33,81267.2,71719.03,66981.52,64995.17,80925.17,71666.99,67409.91,59868.61,67637.55,66516.73,66030.52,64896.27,72744.64,71835.09,69533.54,65282.35,92884.03,90806.5,89391.42,71415.64,58528.65,57173.47,56373.39,59786.69,60809.74,58732.08,55130.4,53733.55,62233.17,66376.63,67800.38,59751.2,86057.74,86355.99,85955.93,77209.84,62223.21,59158.88,58275.45,62334.51,58001.67,55166.56,53794.3,51714.98,64386.53,63287.65,60776.41,52248.37,70755.36,76220.06,76921.53,64047.62,51780.57,51722.47,51643.2,53407.15,50187.57,52688.99,52866.68,50049.79,57889.85,60920.23,62981.11,55721.14,86882.83,84764.22,82429.42,71964.12,59434.13,59850.84,60715.28,63131.23,51202.65,57707.78,64682.71,57410.62,66704.24,72140.98,76813.27,68455.56,57036.96,61701.76,62740,64592.34,65744.55,70243.21,74189.33,67199.94,0.64,6814552.39
